query_id,query,expected_item_id,relevant_item_ids,candidate_item_ids,system_acceptance,system_acceptance_reason,system_top1_score,filename,split,category,query_type,generation_method,evidence,evidence_document_frequency,ambiguity_flags,review_status,usable_for_formal_metrics,human_judgment,human_query_revision,human_notes,diagnostic_priority_score,diagnostic_review_reasons,relevant_group_size,source_query_ids_for_group
rq100_039,哪张软件、网页或代码截图中出现“This may take a few minutes..”和“Trim Trailing Whitespace”？,user_b83910e30a5a,user_2b9c000cef03;user_b83910e30a5a,,,,,software_web_code_009.jpg,train,software_web_code,interface_semantic,distinctive_safe_ocr_evidence,This may take a few minutes.. | Trim Trailing Whitespace,1,human_confirmation_required,待人工审核,False,,,,7.9776,auto_generated,2,rq100_039
rq100_040,哪张软件、网页或代码截图中出现“image saved in ./vis.jpg”和“image saved in. /vis. jpg”？,user_f2260563a220,user_2718ee018525;user_f2260563a220,,,,,software_web_code_006.jpg,train,software_web_code,interface_semantic,distinctive_safe_ocr_evidence,image saved in ./vis.jpg | image saved in. /vis. jpg,1,human_confirmation_required,待人工审核,False,,,,7.9603,auto_generated,2,rq100_040
rq100_041,哪张软件、网页或代码截图中出现“/Users/rflynn/src/labellmg/dem”和“Edit Label”？,user_bd2cde09acd6,user_bd2cde09acd6,,,,,software_web_code_011.jpg,train,software_web_code,interface_semantic,distinctive_safe_ocr_evidence,/Users/rflynn/src/labellmg/dem | Edit Label,2,human_confirmation_required,待人工审核,False,,,,5.9758,auto_generated,1,rq100_041
rq100_042,哪张软件、网页或代码截图中出现“The Cupboard unda the StaiR”和“智能视觉(Paddle.js-CV)”？,user_60f7c1c37eaa,user_60f7c1c37eaa,,,,,software_web_code_015.jpg,train,software_web_code,interface_semantic,distinctive_safe_ocr_evidence,The Cupboard unda the StaiR | 智能视觉(Paddle.js-CV),1,human_confirmation_required,待人工审核,False,,,,7.9625,auto_generated,1,rq100_042
rq100_043,哪张场景照片中出现“二郎山隧道”和“请开灯行驶”？,user_f45943314333,user_f45943314333,,,,,scene_text_015.jpg,train,scene_text,scene_text,distinctive_safe_ocr_evidence,二郎山隧道 | 请开灯行驶,1,human_confirmation_required,待人工审核,False,,,,8.995,auto_generated,1,rq100_043
rq100_044,哪张场景照片中出现“请从4号口进出”和“危化品车辆”？,user_9d8db8b4ee5e,user_9d8db8b4ee5e,,,,,scene_text_012.jpg,train,scene_text,scene_text,distinctive_safe_ocr_evidence,请从4号口进出 | 危化品车辆,1,human_confirmation_required,待人工审核,False,,,,8.9936,auto_generated,1,rq100_044
rq100_045,哪张场景照片中出现“Baohuada dao.”和“宝华大道”？,user_14c0f5d1784a,user_14c0f5d1784a;user_4f238a0ee1a1,,,,,scene_text_002.jpg,train,scene_text,scene_text,distinctive_safe_ocr_evidence,Baohuada dao. | 宝华大道,1,human_confirmation_required,待人工审核,False,,,,8.9982,auto_generated,2,rq100_045
rq100_046,哪张场景照片中出现“礼让三分平安在”和“抢行一秒后悔迟”？,user_1b29b8782da3,user_1b29b8782da3;user_9aa243f088d2,,,,,ppt_poster_slide_007.jpg,train,scene_text,scene_text,distinctive_safe_ocr_evidence,礼让三分平安在 | 抢行一秒后悔迟,1,human_confirmation_required,待人工审核,False,,,,8.9889,auto_generated,2,rq100_046
rq100_047,哪张场景照片中出现“JINGMI Rd”和“自行车优先”？,user_1fd06658db14,user_1fd06658db14,,,,,scene_text_016.jpg,train,scene_text,scene_text,distinctive_safe_ocr_evidence,JINGMI Rd | 自行车优先,1,human_confirmation_required,待人工审核,False,,,,8.9723,auto_generated,1,rq100_047
rq100_048,哪张场景照片中出现“负责本水体整治、日常”和“污水无直排、水面无垃”？,user_691eedac92b8,user_691eedac92b8,,,,,scene_text_024.jpg,train,scene_text,scene_text,distinctive_safe_ocr_evidence,负责本水体整治、日常 | 污水无直排、水面无垃,1,human_confirmation_required,待人工审核,False,,,,8.9703,auto_generated,1,rq100_048
rq100_049,查找一张展示“HXD1D hauls K423 on Changfeng Reservoir Bridge”的自然图像。,user_192b0e4f1ba3,user_192b0e4f1ba3;user_e0ac98cbdb60,,,,,natural_no_text_010.jpg,train,natural_no_text,visual_only,public_source_visual_description,HXD1D hauls K423 on Changfeng Reservoir Bridge,1,human_confirmation_required,待人工审核,False,,,,5.0,"visual_description,auto_generated",2,rq100_049
rq100_050,查找一张展示“宝山滨江公园 Baoshan Riverside Park”的自然图像。,user_d5b67aea211d,user_d5b67aea211d,,,,,natural_no_text_017.jpg,train,natural_no_text,visual_only,public_source_visual_description,宝山滨江公园 Baoshan Riverside Park,1,human_confirmation_required,待人工审核,False,,,,5.0,"visual_description,auto_generated",1,rq100_050
rq100_051,查找一张展示“pano cuiping yangshuo”的自然图像。,user_56349905611c,user_56349905611c;user_a671340fa300,,,,,natural_no_text_006.jpg,train,natural_no_text,visual_only,public_source_visual_description,pano cuiping yangshuo,1,human_confirmation_required,待人工审核,False,,,,5.0,"visual_description,auto_generated",2,rq100_051
rq100_052,查找一张展示“G164 on Jinhua–Wenzhou HSR over Daxi River”的自然图像。,user_11c2fda59998,user_11c2fda59998;user_8558ac88a924,,,,,natural_no_text_008.jpg,train,natural_no_text,visual_only,public_source_visual_description,G164 on Jinhua–Wenzhou HSR over Daxi River,1,human_confirmation_required,待人工审核,False,,,,5.0,"visual_description,auto_generated",2,rq100_052
rq100_053,查找一张展示“Farmers of forty centuries Peas grown in winter”的自然图像。,user_7512cdb069d8,user_7512cdb069d8,,,,,natural_no_text_019.jpg,train,natural_no_text,visual_only,public_source_visual_description,Farmers of forty centuries Peas grown in winter,1,human_confirmation_required,待人工审核,False,,,,5.0,"visual_description,auto_generated",1,rq100_053
rq100_054,查找一张展示“CR HXD1 Yuanlong”的自然图像。,user_4dad30785006,user_4dad30785006,,,,,natural_no_text_015.jpg,train,natural_no_text,visual_only,public_source_visual_description,CR HXD1 Yuanlong,1,human_confirmation_required,待人工审核,False,,,,5.0,"visual_description,auto_generated",1,rq100_054
rq100_055,查找紫色热气球飞越雪山峡谷的照片。,,,user_a3b20a334b8a;user_403a4e52018a;user_a9e009036c9a,False,首位候选原始证据：文本 -1.000/0.500，视觉 0.384/0.450，关键词 0.000/4.000。,1.0,,train,open_set_no_answer,no_answer,human_designed_absent_combination,,0,open_set_requires_confirmation,待人工审核,False,,,,10.0,no_answer,0,rq100_055
rq100_056,哪张图片展示宇航员在月球表面维修机器人？,,,user_250c9ba132a1;user_4ba87b103b07;user_bf43adb1187b,True,首位候选原始证据：文本 0.323/0.500，视觉 0.243/0.450，关键词 16.749/4.000。,1.100498,,train,open_set_no_answer,no_answer,human_designed_absent_combination,,0,open_set_requires_confirmation,待人工审核,False,,,,10.0,no_answer,0,rq100_056
rq100_057,查找夜晚绿色极光下的木屋和结冰湖面。,,,user_14520fde203e;user_35e040fb19b2;user_bf43adb1187b,True,首位候选原始证据：文本 0.380/0.500，视觉 0.072/0.450，关键词 25.803/4.000。,1.026476,,train,open_set_no_answer,no_answer,human_designed_absent_combination,,0,open_set_requires_confirmation,待人工审核,False,,,,10.0,no_answer,0,rq100_057
rq100_058,哪份文档介绍量子计算机的低温制冷维护流程？,,,user_14520fde203e;user_f96a2b79d702;user_42a4a47804a2,True,首位候选原始证据：文本 0.454/0.500，视觉 0.321/0.450，关键词 33.626/4.000。,1.261478,,train,open_set_no_answer,no_answer,human_designed_absent_combination,,0,open_set_requires_confirmation,待人工审核,False,,,,10.0,no_answer,0,rq100_058
rq100_059,查找咖啡拉花步骤和心形图案的教学海报。,,,user_fa16f9f1c056;user_5dc36a30d3a0;user_250c9ba132a1,True,首位候选原始证据：文本 0.388/0.500，视觉 0.168/0.450，关键词 19.350/4.000。,1.024781,,train,open_set_no_answer,no_answer,human_designed_absent_combination,,0,open_set_requires_confirmation,待人工审核,False,,,,10.0,no_answer,0,rq100_059
rq100_060,哪张图片展示博物馆中的完整恐龙骨架和参观人群？,,,user_6f73fafd312d;user_fa16f9f1c056;user_50b448d5b9da,True,首位候选原始证据：文本 0.310/0.500，视觉 0.103/0.450，关键词 33.471/4.000。,1.050984,,train,open_set_no_answer,no_answer,human_designed_absent_combination,,0,open_set_requires_confirmation,待人工审核,False,,,,10.0,no_answer,0,rq100_060
rq100_061,哪份普通文档中提到了“Received Date: 1995-Jul-06 16:57:00”和“Subject: TI Daily Bulletin 7/6/95”？,user_a5e115bad9e1,user_a5e115bad9e1,,,,,balanced_clear_document_041.jpg,validation,general_text_document,text_explicit,distinctive_safe_ocr_evidence,Received Date: 1995-Jul-06 16:57:00 | Subject: TI Daily Bulletin 7/6/95,1,human_confirmation_required,待人工审核,False,,,,7.9812,auto_generated,1,rq100_061
rq100_062,哪份普通文档中提到了“TOTAL CATEGORY MANAGEMENT”和“DESIGNED FOR FORDWARDS”？,user_1eb35d28a2d3,user_1eb35d28a2d3,,,,,balanced_ppt_poster_slide_152.jpg,validation,general_text_document,text_explicit,distinctive_safe_ocr_evidence,TOTAL CATEGORY MANAGEMENT | DESIGNED FOR FORDWARDS,1,human_confirmation_required,待人工审核,False,,,,7.9791,auto_generated,1,rq100_062
rq100_063,哪份普通文档中提到了“ceptibility or resistance to them.”和“USING MADE-TO-ORDER MICE”？,user_6fbe8cccf411,user_6fbe8cccf411;user_f4581a39d2b7,,,,,balanced_clear_document_020.jpg,validation,general_text_document,text_explicit,distinctive_safe_ocr_evidence,ceptibility or resistance to them. | USING MADE-TO-ORDER MICE,1,human_confirmation_required,待人工审核,False,,,,7.9712,auto_generated,2,rq100_063
rq100_064,哪份学术或技术文档中提到了“kube-controller-manager”和“SampleSet Controller”？,user_2cc3b6bae1a6,user_2cc3b6bae1a6;user_eb33834179ab,,,,,ppt_poster_slide_001.jpg,validation,complex_academic,academic_semantic,distinctive_safe_ocr_evidence,kube-controller-manager | SampleSet Controller,1,human_confirmation_required,待人工审核,False,,,,7.9919,auto_generated,2,rq100_064
rq100_065,哪份学术或技术文档中提到了“Molecular Weight: not applicable”和“3.HAZARDS IDENTIFICATION”？,user_a17ff2865601,user_a17ff2865601,,,,,balanced_complex_academic_133.jpg,validation,complex_academic,academic_semantic,distinctive_safe_ocr_evidence,Molecular Weight: not applicable | 3.HAZARDS IDENTIFICATION,1,human_confirmation_required,待人工审核,False,,,,7.9713,auto_generated,1,rq100_065
rq100_066,"哪份学术或技术文档中提到了“Hazleton Laboratories America, Inc.”和“LABORATORIES AMERICA,INC.”？",user_9438d4c34168,user_9438d4c34168,,,,,balanced_complex_academic_070.jpg,validation,complex_academic,academic_semantic,distinctive_safe_ocr_evidence,"Hazleton Laboratories America, Inc. | LABORATORIES AMERICA,INC.",1,human_confirmation_required,待人工审核,False,,,,7.9744,auto_generated,1,rq100_066
rq100_067,哪张表格、表单或票据中包含“实践活动，先后担任班团支部和班副班长，工作态度诚恳”和“说明：双亲外出情况填写母都外出、亲外出、母亲外出”？,user_9e9858068408,user_9e9858068408,,,,,expansion_table_form_ticket_043.jpg,validation,table_form_ticket,table_field,distinctive_safe_ocr_evidence,实践活动，先后担任班团支部和班副班长，工作态度诚恳 | 说明：双亲外出情况填写母都外出、亲外出、母亲外出,1,human_confirmation_required,待人工审核,False,,,,7.9984,auto_generated,1,rq100_067
rq100_068,哪张表格、表单或票据中包含“原康复机构或就读学校”和“残疾类型：肢体残疾”？,user_05babda0aef6,user_05babda0aef6,,,,,table_form_ticket_025.jpg,validation,table_form_ticket,table_field,distinctive_safe_ocr_evidence,原康复机构或就读学校 | 残疾类型：肢体残疾,1,human_confirmation_required,待人工审核,False,,,,7.997,auto_generated,1,rq100_068
rq100_069,哪张表格、表单或票据中包含“培训班信息登记表”和“星期日上午”？,user_58d7487b89a3,user_4045827c2227;user_58d7487b89a3,,,,,table_form_ticket_017.jpg,validation,table_form_ticket,table_field,distinctive_safe_ocr_evidence,培训班信息登记表 | 星期日上午,1,human_confirmation_required,待人工审核,False,,,,7.998,auto_generated,2,rq100_069
rq100_070,哪张表格、表单或票据中包含“是否参加其他培训班”和“常年班学员登记表”？,user_338cda3e0e79,user_338cda3e0e79,,,,,expansion_clear_document_021.jpg,validation,table_form_ticket,table_field,distinctive_safe_ocr_evidence,是否参加其他培训班 | 常年班学员登记表,1,human_confirmation_required,待人工审核,False,,,,7.9986,auto_generated,1,rq100_070
